id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
13248,Yes,1,yes,soft_vote,score_no=0.00022794;score_yes=0.99977205;n_members=5
13249,Yes,1,yes,soft_vote,score_no=0.49953042;score_yes=0.50046960;n_members=5
13250,Yes,1,yes,soft_vote,score_no=0.00005846;score_yes=0.99994155;n_members=5
13251,No,0,yes,soft_vote,score_no=0.53326026;score_yes=0.46673976;n_members=5
13252,Yes,1,yes,soft_vote,score_no=0.00012452;score_yes=0.99987546;n_members=5
13253,Yes,1,yes,soft_vote,score_no=0.00001617;score_yes=0.99998384;n_members=5
13254,Yes,1,yes,soft_vote,score_no=0.00005510;score_yes=0.99994490;n_members=5
13255,Yes,1,yes,soft_vote,score_no=0.00023083;score_yes=0.99976914;n_members=5
13256,Yes,1,yes,soft_vote,score_no=0.00032851;score_yes=0.99967147;n_members=5
13257,Yes,1,yes,soft_vote,score_no=0.00003684;score_yes=0.99996317;n_members=5
13258,No,0,yes,soft_vote,score_no=0.75294269;score_yes=0.24705730;n_members=5
13259,Yes,1,yes,soft_vote,score_no=0.00011109;score_yes=0.99988890;n_members=5
13260,Yes,1,yes,soft_vote,score_no=0.00002526;score_yes=0.99997473;n_members=5
13261,No,0,yes,soft_vote,score_no=0.99994879;score_yes=0.00005123;n_members=5
13262,No,0,yes,soft_vote,score_no=0.99993891;score_yes=0.00006112;n_members=5
13263,Yes,1,yes,soft_vote,score_no=0.00023407;score_yes=0.99976597;n_members=5
13264,Yes,1,yes,soft_vote,score_no=0.00016479;score_yes=0.99983522;n_members=5
13265,Yes,1,yes,soft_vote,score_no=0.00013008;score_yes=0.99986993;n_members=5
13266,Yes,1,yes,soft_vote,score_no=0.00020870;score_yes=0.99979126;n_members=5
13267,Yes,1,yes,soft_vote,score_no=0.00002484;score_yes=0.99997516;n_members=5
13268,Yes,1,yes,soft_vote,score_no=0.00208383;score_yes=0.99791615;n_members=5
13269,No,0,yes,soft_vote,score_no=0.69126484;score_yes=0.30873514;n_members=5
13270,Yes,1,yes,soft_vote,score_no=0.00057654;score_yes=0.99942346;n_members=5
13271,Yes,1,yes,soft_vote,score_no=0.16693468;score_yes=0.83306532;n_members=5
13272,Yes,1,yes,soft_vote,score_no=0.33412274;score_yes=0.66587727;n_members=5
13273,Yes,1,yes,soft_vote,score_no=0.02602463;score_yes=0.97397537;n_members=5
13274,Yes,1,yes,soft_vote,score_no=0.00017451;score_yes=0.99982548;n_members=5
13275,No,0,yes,soft_vote,score_no=0.99998524;score_yes=0.00001479;n_members=5
13276,Yes,1,yes,soft_vote,score_no=0.00001198;score_yes=0.99998803;n_members=5
13277,Yes,1,yes,soft_vote,score_no=0.00013286;score_yes=0.99986712;n_members=5
13278,Yes,1,yes,soft_vote,score_no=0.00001434;score_yes=0.99998567;n_members=5
13279,Yes,1,yes,soft_vote,score_no=0.12674535;score_yes=0.87325469;n_members=5
13280,Yes,1,yes,soft_vote,score_no=0.00074762;score_yes=0.99925239;n_members=5
13281,No,0,yes,soft_vote,score_no=0.99995866;score_yes=0.00004132;n_members=5
13282,Yes,1,yes,soft_vote,score_no=0.00002598;score_yes=0.99997401;n_members=5
13283,Yes,1,yes,soft_vote,score_no=0.00020748;score_yes=0.99979252;n_members=5
13284,Yes,1,yes,soft_vote,score_no=0.00023265;score_yes=0.99976736;n_members=5
13285,Yes,1,yes,soft_vote,score_no=0.00010715;score_yes=0.99989285;n_members=5
13286,Yes,1,yes,soft_vote,score_no=0.00004559;score_yes=0.99995439;n_members=5
13287,Yes,1,yes,soft_vote,score_no=0.00146000;score_yes=0.99854000;n_members=5
13288,Yes,1,yes,soft_vote,score_no=0.00005908;score_yes=0.99994095;n_members=5
13289,Yes,1,yes,soft_vote,score_no=0.00003131;score_yes=0.99996867;n_members=5
13290,Yes,1,yes,soft_vote,score_no=0.00006072;score_yes=0.99993926;n_members=5
13291,Yes,1,yes,soft_vote,score_no=0.00049529;score_yes=0.99950469;n_members=5
13292,Yes,1,yes,soft_vote,score_no=0.41342121;score_yes=0.58657880;n_members=5
13293,Yes,1,yes,soft_vote,score_no=0.00011514;score_yes=0.99988485;n_members=5
13294,Yes,1,yes,soft_vote,score_no=0.06294260;score_yes=0.93705741;n_members=5
13295,Yes,1,yes,soft_vote,score_no=0.00005589;score_yes=0.99994413;n_members=5
13296,Yes,1,yes,soft_vote,score_no=0.00008156;score_yes=0.99991844;n_members=5
13297,Yes,1,yes,soft_vote,score_no=0.00001073;score_yes=0.99998927;n_members=5
13298,Yes,1,yes,soft_vote,score_no=0.00217530;score_yes=0.99782473;n_members=5
13299,Yes,1,yes,soft_vote,score_no=0.00016518;score_yes=0.99983480;n_members=5
13300,No,0,yes,soft_vote,score_no=0.99986467;score_yes=0.00013531;n_members=5
13301,Yes,1,yes,soft_vote,score_no=0.00264946;score_yes=0.99735054;n_members=5
13302,Yes,1,yes,soft_vote,score_no=0.00063631;score_yes=0.99936373;n_members=5
13303,Yes,1,yes,soft_vote,score_no=0.01911565;score_yes=0.98088435;n_members=5
13304,Yes,1,yes,soft_vote,score_no=0.00003185;score_yes=0.99996815;n_members=5
13305,Yes,1,yes,soft_vote,score_no=0.00001687;score_yes=0.99998314;n_members=5
13306,Yes,1,yes,soft_vote,score_no=0.00002864;score_yes=0.99997137;n_members=5
13307,No,0,yes,soft_vote,score_no=0.57701517;score_yes=0.42298481;n_members=5
13308,Yes,1,yes,soft_vote,score_no=0.00005357;score_yes=0.99994643;n_members=5
13309,Yes,1,yes,soft_vote,score_no=0.00000991;score_yes=0.99999006;n_members=5
13310,Yes,1,yes,soft_vote,score_no=0.00005040;score_yes=0.99994960;n_members=5
13311,Yes,1,yes,soft_vote,score_no=0.00001843;score_yes=0.99998155;n_members=5
13312,Yes,1,yes,soft_vote,score_no=0.00030660;score_yes=0.99969341;n_members=5
13313,Yes,1,yes,soft_vote,score_no=0.00141049;score_yes=0.99858952;n_members=5
13314,Yes,1,yes,soft_vote,score_no=0.01104637;score_yes=0.98895365;n_members=5
13315,Yes,1,yes,soft_vote,score_no=0.36291714;score_yes=0.63708284;n_members=5
13316,Yes,1,yes,soft_vote,score_no=0.00009626;score_yes=0.99990374;n_members=5
13317,Yes,1,yes,soft_vote,score_no=0.31511153;score_yes=0.68488846;n_members=5
13318,No,0,yes,soft_vote,score_no=0.98929099;score_yes=0.01070901;n_members=5
13319,No,0,yes,soft_vote,score_no=0.80463740;score_yes=0.19536261;n_members=5
13320,Yes,1,yes,soft_vote,score_no=0.19242038;score_yes=0.80757963;n_members=5
13321,Yes,1,yes,soft_vote,score_no=0.01208083;score_yes=0.98791915;n_members=5
13322,Yes,1,yes,soft_vote,score_no=0.00002463;score_yes=0.99997535;n_members=5
13323,Yes,1,yes,soft_vote,score_no=0.00004626;score_yes=0.99995372;n_members=5
13324,Yes,1,yes,soft_vote,score_no=0.00008426;score_yes=0.99991576;n_members=5
13325,Yes,1,yes,soft_vote,score_no=0.00000949;score_yes=0.99999051;n_members=5
13326,Yes,1,yes,soft_vote,score_no=0.00005890;score_yes=0.99994108;n_members=5
13327,No,0,yes,soft_vote,score_no=0.72577429;score_yes=0.27422569;n_members=5
13328,Yes,1,yes,soft_vote,score_no=0.00019700;score_yes=0.99980298;n_members=5
13329,Yes,1,yes,soft_vote,score_no=0.00017028;score_yes=0.99982973;n_members=5
13330,Yes,1,yes,soft_vote,score_no=0.00003798;score_yes=0.99996200;n_members=5
13331,Yes,1,yes,soft_vote,score_no=0.00422101;score_yes=0.99577901;n_members=5
13332,Yes,1,yes,soft_vote,score_no=0.00009497;score_yes=0.99990500;n_members=5
13333,Yes,1,yes,soft_vote,score_no=0.00094180;score_yes=0.99905820;n_members=5
13334,Yes,1,yes,soft_vote,score_no=0.25446576;score_yes=0.74553425;n_members=5
13335,Yes,1,yes,soft_vote,score_no=0.00073481;score_yes=0.99926518;n_members=5
13336,No,0,yes,soft_vote,score_no=0.58890864;score_yes=0.41109135;n_members=5
13337,Yes,1,yes,soft_vote,score_no=0.00002479;score_yes=0.99997521;n_members=5
13338,Yes,1,yes,soft_vote,score_no=0.00034747;score_yes=0.99965254;n_members=5
13339,No,0,yes,soft_vote,score_no=0.57682074;score_yes=0.42317928;n_members=5
13340,Yes,1,yes,soft_vote,score_no=0.00001567;score_yes=0.99998431;n_members=5
13341,Yes,1,yes,soft_vote,score_no=0.01118336;score_yes=0.98881662;n_members=5
13342,Yes,1,yes,soft_vote,score_no=0.00005425;score_yes=0.99994574;n_members=5
13343,Yes,1,yes,soft_vote,score_no=0.13073762;score_yes=0.86926239;n_members=5
13344,Yes,1,yes,soft_vote,score_no=0.00888736;score_yes=0.99111264;n_members=5
13345,Yes,1,yes,soft_vote,score_no=0.00017695;score_yes=0.99982303;n_members=5
13346,No,0,yes,soft_vote,score_no=0.99973035;score_yes=0.00026966;n_members=5
13347,Yes,1,yes,soft_vote,score_no=0.16440729;score_yes=0.83559269;n_members=5
13348,Yes,1,yes,soft_vote,score_no=0.00001830;score_yes=0.99998169;n_members=5
13349,Yes,1,yes,soft_vote,score_no=0.00025505;score_yes=0.99974494;n_members=5
13350,Yes,1,yes,soft_vote,score_no=0.00056296;score_yes=0.99943701;n_members=5
13351,Yes,1,yes,soft_vote,score_no=0.00041543;score_yes=0.99958459;n_members=5
13352,Yes,1,yes,soft_vote,score_no=0.00001154;score_yes=0.99998846;n_members=5
13353,Yes,1,yes,soft_vote,score_no=0.42284493;score_yes=0.57715508;n_members=5
13354,Yes,1,yes,soft_vote,score_no=0.00001463;score_yes=0.99998536;n_members=5
13355,Yes,1,yes,soft_vote,score_no=0.00242556;score_yes=0.99757443;n_members=5
13356,Yes,1,yes,soft_vote,score_no=0.00001063;score_yes=0.99998937;n_members=5
13357,Yes,1,yes,soft_vote,score_no=0.00074906;score_yes=0.99925094;n_members=5
13358,No,0,yes,soft_vote,score_no=0.99996753;score_yes=0.00003247;n_members=5
13359,No,0,yes,soft_vote,score_no=0.78349642;score_yes=0.21650360;n_members=5
13360,Yes,1,yes,soft_vote,score_no=0.00001881;score_yes=0.99998116;n_members=5
13361,No,0,yes,soft_vote,score_no=0.99961134;score_yes=0.00038864;n_members=5
13362,Yes,1,yes,soft_vote,score_no=0.00002230;score_yes=0.99997771;n_members=5
13363,No,0,yes,soft_vote,score_no=0.60395127;score_yes=0.39604874;n_members=5
13364,Yes,1,yes,soft_vote,score_no=0.00016653;score_yes=0.99983345;n_members=5
13365,Yes,1,yes,soft_vote,score_no=0.19760683;score_yes=0.80239319;n_members=5
13366,Yes,1,yes,soft_vote,score_no=0.02266082;score_yes=0.97733916;n_members=5
13367,Yes,1,yes,soft_vote,score_no=0.00158408;score_yes=0.99841592;n_members=5
13368,Yes,1,yes,soft_vote,score_no=0.00001404;score_yes=0.99998601;n_members=5
13369,Yes,1,yes,soft_vote,score_no=0.00393037;score_yes=0.99606963;n_members=5
13370,Yes,1,yes,soft_vote,score_no=0.00001493;score_yes=0.99998508;n_members=5
13371,Yes,1,yes,soft_vote,score_no=0.00059132;score_yes=0.99940866;n_members=5
13372,No,0,yes,soft_vote,score_no=0.99068509;score_yes=0.00931493;n_members=5
13373,No,0,yes,soft_vote,score_no=0.51269458;score_yes=0.48730543;n_members=5
13374,Yes,1,yes,soft_vote,score_no=0.00003325;score_yes=0.99996677;n_members=5
13375,Yes,1,yes,soft_vote,score_no=0.00001659;score_yes=0.99998343;n_members=5
13376,Yes,1,yes,soft_vote,score_no=0.02636539;score_yes=0.97363459;n_members=5
13377,Yes,1,yes,soft_vote,score_no=0.00829373;score_yes=0.99170628;n_members=5
13378,Yes,1,yes,soft_vote,score_no=0.00003926;score_yes=0.99996076;n_members=5
13379,Yes,1,yes,soft_vote,score_no=0.00010412;score_yes=0.99989588;n_members=5
13380,Yes,1,yes,soft_vote,score_no=0.00007274;score_yes=0.99992723;n_members=5
13381,Yes,1,yes,soft_vote,score_no=0.00008210;score_yes=0.99991790;n_members=5
13382,Yes,1,yes,soft_vote,score_no=0.00012901;score_yes=0.99987099;n_members=5
13383,Yes,1,yes,soft_vote,score_no=0.00001238;score_yes=0.99998760;n_members=5
13384,Yes,1,yes,soft_vote,score_no=0.00002198;score_yes=0.99997802;n_members=5
13385,Yes,1,yes,soft_vote,score_no=0.02650899;score_yes=0.97349101;n_members=5
13386,Yes,1,yes,soft_vote,score_no=0.00004058;score_yes=0.99995942;n_members=5
13387,Yes,1,yes,soft_vote,score_no=0.00001813;score_yes=0.99998186;n_members=5
13388,No,0,yes,soft_vote,score_no=0.72854501;score_yes=0.27145500;n_members=5
13389,Yes,1,yes,soft_vote,score_no=0.00002331;score_yes=0.99997671;n_members=5
13390,No,0,yes,soft_vote,score_no=0.54273039;score_yes=0.45726959;n_members=5
13391,Yes,1,yes,soft_vote,score_no=0.02470557;score_yes=0.97529445;n_members=5
13392,Yes,1,yes,soft_vote,score_no=0.00094732;score_yes=0.99905269;n_members=5
13393,Yes,1,yes,soft_vote,score_no=0.39306337;score_yes=0.60693663;n_members=5
13394,Yes,1,yes,soft_vote,score_no=0.00017222;score_yes=0.99982778;n_members=5
13395,No,0,yes,soft_vote,score_no=0.58652940;score_yes=0.41347059;n_members=5
13396,Yes,1,yes,soft_vote,score_no=0.00030586;score_yes=0.99969412;n_members=5
13397,Yes,1,yes,soft_vote,score_no=0.00001633;score_yes=0.99998369;n_members=5
13398,Yes,1,yes,soft_vote,score_no=0.00004022;score_yes=0.99995978;n_members=5
13399,Yes,1,yes,soft_vote,score_no=0.00080814;score_yes=0.99919187;n_members=5
13400,Yes,1,yes,soft_vote,score_no=0.00001907;score_yes=0.99998093;n_members=5
13401,Yes,1,yes,soft_vote,score_no=0.22193344;score_yes=0.77806657;n_members=5
13402,No,0,yes,soft_vote,score_no=0.99800244;score_yes=0.00199757;n_members=5
13403,Yes,1,yes,soft_vote,score_no=0.00001248;score_yes=0.99998753;n_members=5
13404,Yes,1,yes,soft_vote,score_no=0.00275300;score_yes=0.99724702;n_members=5
13405,Yes,1,yes,soft_vote,score_no=0.00012337;score_yes=0.99987664;n_members=5
13406,Yes,1,yes,soft_vote,score_no=0.00002499;score_yes=0.99997501;n_members=5
13407,No,0,yes,soft_vote,score_no=0.53005711;score_yes=0.46994290;n_members=5
13408,Yes,1,yes,soft_vote,score_no=0.00002775;score_yes=0.99997222;n_members=5
13409,No,0,yes,soft_vote,score_no=0.59931877;score_yes=0.40068119;n_members=5
13410,Yes,1,yes,soft_vote,score_no=0.00001915;score_yes=0.99998088;n_members=5
13411,No,0,yes,soft_vote,score_no=0.99988288;score_yes=0.00011710;n_members=5
13412,Yes,1,yes,soft_vote,score_no=0.00002478;score_yes=0.99997523;n_members=5
13413,Yes,1,yes,soft_vote,score_no=0.00002478;score_yes=0.99997523;n_members=5
13414,Yes,1,yes,soft_vote,score_no=0.00006347;score_yes=0.99993656;n_members=5
13415,No,0,yes,soft_vote,score_no=0.70232086;score_yes=0.29767913;n_members=5
13416,Yes,1,yes,soft_vote,score_no=0.00001026;score_yes=0.99998975;n_members=5
13417,Yes,1,yes,soft_vote,score_no=0.02112259;score_yes=0.97887743;n_members=5
13418,Yes,1,yes,soft_vote,score_no=0.00008903;score_yes=0.99991098;n_members=5
13419,No,0,yes,soft_vote,score_no=0.87483521;score_yes=0.12516478;n_members=5
13420,Yes,1,yes,soft_vote,score_no=0.00217682;score_yes=0.99782315;n_members=5
13421,Yes,1,yes,soft_vote,score_no=0.00025537;score_yes=0.99974461;n_members=5
13422,Yes,1,yes,soft_vote,score_no=0.00002834;score_yes=0.99997165;n_members=5
13423,Yes,1,yes,soft_vote,score_no=0.00003962;score_yes=0.99996035;n_members=5
13424,Yes,1,yes,soft_vote,score_no=0.00002553;score_yes=0.99997449;n_members=5
13425,Yes,1,yes,soft_vote,score_no=0.00001354;score_yes=0.99998643;n_members=5
13426,Yes,1,yes,soft_vote,score_no=0.43611300;score_yes=0.56388698;n_members=5
13427,Yes,1,yes,soft_vote,score_no=0.00010344;score_yes=0.99989656;n_members=5
13428,Yes,1,yes,soft_vote,score_no=0.00001812;score_yes=0.99998190;n_members=5
13429,No,0,yes,soft_vote,score_no=0.91227838;score_yes=0.08772162;n_members=5
13430,Yes,1,yes,soft_vote,score_no=0.40622740;score_yes=0.59377258;n_members=5
13431,Yes,1,yes,soft_vote,score_no=0.00001571;score_yes=0.99998427;n_members=5
13432,Yes,1,yes,soft_vote,score_no=0.00007042;score_yes=0.99992957;n_members=5
13433,Yes,1,yes,soft_vote,score_no=0.00001063;score_yes=0.99998939;n_members=5
13434,Yes,1,yes,soft_vote,score_no=0.00001856;score_yes=0.99998145;n_members=5
13435,Yes,1,yes,soft_vote,score_no=0.14699560;score_yes=0.85300439;n_members=5
13436,Yes,1,yes,soft_vote,score_no=0.34196293;score_yes=0.65803704;n_members=5
13437,No,0,yes,soft_vote,score_no=0.68658587;score_yes=0.31341414;n_members=5
13438,Yes,1,yes,soft_vote,score_no=0.00005433;score_yes=0.99994566;n_members=5
13439,Yes,1,yes,soft_vote,score_no=0.01692024;score_yes=0.98307977;n_members=5
13440,Yes,1,yes,soft_vote,score_no=0.12104488;score_yes=0.87895515;n_members=5
13441,Yes,1,yes,soft_vote,score_no=0.34514528;score_yes=0.65485473;n_members=5
13442,No,0,yes,soft_vote,score_no=0.99978342;score_yes=0.00021659;n_members=5
13443,Yes,1,yes,soft_vote,score_no=0.00002496;score_yes=0.99997504;n_members=5
13444,No,0,yes,soft_vote,score_no=0.67344722;score_yes=0.32655276;n_members=5
13445,Yes,1,yes,soft_vote,score_no=0.00009829;score_yes=0.99990174;n_members=5
13446,Yes,1,yes,soft_vote,score_no=0.01103277;score_yes=0.98896724;n_members=5
13447,Yes,1,yes,soft_vote,score_no=0.00004430;score_yes=0.99995568;n_members=5
13448,Yes,1,yes,soft_vote,score_no=0.00064622;score_yes=0.99935378;n_members=5
13449,No,0,yes,soft_vote,score_no=0.99812575;score_yes=0.00187426;n_members=5
13450,Yes,1,yes,soft_vote,score_no=0.00002068;score_yes=0.99997931;n_members=5
13451,Yes,1,yes,soft_vote,score_no=0.00002864;score_yes=0.99997139;n_members=5
13452,Yes,1,yes,soft_vote,score_no=0.00003742;score_yes=0.99996259;n_members=5
13453,Yes,1,yes,soft_vote,score_no=0.25541812;score_yes=0.74458187;n_members=5
13454,Yes,1,yes,soft_vote,score_no=0.00002519;score_yes=0.99997482;n_members=5
13455,Yes,1,yes,soft_vote,score_no=0.42103670;score_yes=0.57896329;n_members=5
13456,No,0,yes,soft_vote,score_no=0.98949974;score_yes=0.01050026;n_members=5
13457,Yes,1,yes,soft_vote,score_no=0.00002291;score_yes=0.99997709;n_members=5
13458,Yes,1,yes,soft_vote,score_no=0.00005144;score_yes=0.99994855;n_members=5
13459,Yes,1,yes,soft_vote,score_no=0.00001792;score_yes=0.99998210;n_members=5
13460,No,0,yes,soft_vote,score_no=0.99985074;score_yes=0.00014926;n_members=5
13461,No,0,yes,soft_vote,score_no=0.99891266;score_yes=0.00108735;n_members=5
13462,No,0,yes,soft_vote,score_no=0.58330868;score_yes=0.41669130;n_members=5
13463,Yes,1,yes,soft_vote,score_no=0.00042203;score_yes=0.99957795;n_members=5
13464,Yes,1,yes,soft_vote,score_no=0.00000813;score_yes=0.99999185;n_members=5
13465,No,0,yes,soft_vote,score_no=0.99968900;score_yes=0.00031102;n_members=5
13466,Yes,1,yes,soft_vote,score_no=0.00001256;score_yes=0.99998741;n_members=5
13467,Yes,1,yes,soft_vote,score_no=0.00003545;score_yes=0.99996455;n_members=5
13468,Yes,1,yes,soft_vote,score_no=0.00002038;score_yes=0.99997961;n_members=5
13469,Yes,1,yes,soft_vote,score_no=0.00001156;score_yes=0.99998844;n_members=5
13470,Yes,1,yes,soft_vote,score_no=0.00002781;score_yes=0.99997220;n_members=5
13471,Yes,1,yes,soft_vote,score_no=0.00005214;score_yes=0.99994785;n_members=5
13472,Yes,1,yes,soft_vote,score_no=0.00014585;score_yes=0.99985414;n_members=5
13473,Yes,1,yes,soft_vote,score_no=0.00006030;score_yes=0.99993969;n_members=5
13474,Yes,1,yes,soft_vote,score_no=0.03820095;score_yes=0.96179906;n_members=5
13475,Yes,1,yes,soft_vote,score_no=0.30866030;score_yes=0.69133969;n_members=5
13476,Yes,1,yes,soft_vote,score_no=0.00001208;score_yes=0.99998791;n_members=5
13477,Yes,1,yes,soft_vote,score_no=0.00001036;score_yes=0.99998965;n_members=5
13478,Yes,1,yes,soft_vote,score_no=0.00001400;score_yes=0.99998600;n_members=5
13479,Yes,1,yes,soft_vote,score_no=0.37431133;score_yes=0.62568866;n_members=5
13480,No,0,yes,soft_vote,score_no=0.99971914;score_yes=0.00028084;n_members=5
13481,Yes,1,yes,soft_vote,score_no=0.00121451;score_yes=0.99878550;n_members=5
13482,Yes,1,yes,soft_vote,score_no=0.00001060;score_yes=0.99998941;n_members=5
13483,No,0,yes,soft_vote,score_no=0.88950584;score_yes=0.11049416;n_members=5
13484,Yes,1,yes,soft_vote,score_no=0.00000792;score_yes=0.99999206;n_members=5
13485,Yes,1,yes,soft_vote,score_no=0.00002925;score_yes=0.99997077;n_members=5
13486,No,0,yes,soft_vote,score_no=0.96179053;score_yes=0.03820945;n_members=5
13487,Yes,1,yes,soft_vote,score_no=0.00001196;score_yes=0.99998803;n_members=5
13488,Yes,1,yes,soft_vote,score_no=0.00006911;score_yes=0.99993089;n_members=5
13489,Yes,1,yes,soft_vote,score_no=0.00344664;score_yes=0.99655336;n_members=5
13490,Yes,1,yes,soft_vote,score_no=0.47552810;score_yes=0.52447189;n_members=5
13491,No,0,yes,soft_vote,score_no=0.97723057;score_yes=0.02276939;n_members=5
13492,Yes,1,yes,soft_vote,score_no=0.00022647;score_yes=0.99977351;n_members=5
13493,Yes,1,yes,soft_vote,score_no=0.00010041;score_yes=0.99989959;n_members=5
13494,Yes,1,yes,soft_vote,score_no=0.03989223;score_yes=0.96010774;n_members=5
13495,Yes,1,yes,soft_vote,score_no=0.00002347;score_yes=0.99997654;n_members=5
13496,Yes,1,yes,soft_vote,score_no=0.00009218;score_yes=0.99990784;n_members=5
13497,Yes,1,yes,soft_vote,score_no=0.00001296;score_yes=0.99998706;n_members=5
13498,Yes,1,yes,soft_vote,score_no=0.00001430;score_yes=0.99998572;n_members=5
13499,Yes,1,yes,soft_vote,score_no=0.00010445;score_yes=0.99989555;n_members=5
13500,No,0,yes,soft_vote,score_no=0.99675766;score_yes=0.00324231;n_members=5
13501,Yes,1,yes,soft_vote,score_no=0.12857804;score_yes=0.87142197;n_members=5
13502,No,0,yes,soft_vote,score_no=0.99996011;score_yes=0.00003988;n_members=5
13503,Yes,1,yes,soft_vote,score_no=0.00009430;score_yes=0.99990568;n_members=5
13504,Yes,1,yes,soft_vote,score_no=0.00004260;score_yes=0.99995742;n_members=5
13505,Yes,1,yes,soft_vote,score_no=0.00001338;score_yes=0.99998663;n_members=5
13506,Yes,1,yes,soft_vote,score_no=0.00003685;score_yes=0.99996314;n_members=5
13507,Yes,1,yes,soft_vote,score_no=0.00001988;score_yes=0.99998009;n_members=5
13508,Yes,1,yes,soft_vote,score_no=0.00011565;score_yes=0.99988434;n_members=5
13509,Yes,1,yes,soft_vote,score_no=0.00002277;score_yes=0.99997723;n_members=5
13510,Yes,1,yes,soft_vote,score_no=0.00133432;score_yes=0.99866566;n_members=5
13511,Yes,1,yes,soft_vote,score_no=0.00005800;score_yes=0.99994202;n_members=5
13512,Yes,1,yes,soft_vote,score_no=0.00076529;score_yes=0.99923474;n_members=5
13513,Yes,1,yes,soft_vote,score_no=0.00005130;score_yes=0.99994869;n_members=5
13514,Yes,1,yes,soft_vote,score_no=0.00001983;score_yes=0.99998021;n_members=5
13515,Yes,1,yes,soft_vote,score_no=0.00001381;score_yes=0.99998617;n_members=5
13516,Yes,1,yes,soft_vote,score_no=0.00030599;score_yes=0.99969401;n_members=5
13517,Yes,1,yes,soft_vote,score_no=0.00001132;score_yes=0.99998868;n_members=5
13518,Yes,1,yes,soft_vote,score_no=0.00029332;score_yes=0.99970666;n_members=5
13519,Yes,1,yes,soft_vote,score_no=0.00688538;score_yes=0.99311463;n_members=5
13520,Yes,1,yes,soft_vote,score_no=0.00050833;score_yes=0.99949164;n_members=5
13521,No,0,yes,soft_vote,score_no=0.99994981;score_yes=0.00005020;n_members=5
13522,Yes,1,yes,soft_vote,score_no=0.39594196;score_yes=0.60405801;n_members=5
13523,Yes,1,yes,soft_vote,score_no=0.00074315;score_yes=0.99925688;n_members=5
13524,Yes,1,yes,soft_vote,score_no=0.00003874;score_yes=0.99996126;n_members=5
13525,Yes,1,yes,soft_vote,score_no=0.00067108;score_yes=0.99932890;n_members=5
13526,No,0,yes,soft_vote,score_no=0.82438425;score_yes=0.17561576;n_members=5
13527,Yes,1,yes,soft_vote,score_no=0.33953146;score_yes=0.66046855;n_members=5
13528,Yes,1,yes,soft_vote,score_no=0.00001490;score_yes=0.99998510;n_members=5
13529,Yes,1,yes,soft_vote,score_no=0.04012146;score_yes=0.95987855;n_members=5
13530,Yes,1,yes,soft_vote,score_no=0.02020373;score_yes=0.97979628;n_members=5
13531,Yes,1,yes,soft_vote,score_no=0.00002254;score_yes=0.99997745;n_members=5
13532,Yes,1,yes,soft_vote,score_no=0.00005980;score_yes=0.99994021;n_members=5
13533,Yes,1,yes,soft_vote,score_no=0.00019698;score_yes=0.99980303;n_members=5
13534,Yes,1,yes,soft_vote,score_no=0.00019492;score_yes=0.99980509;n_members=5
13535,No,0,yes,soft_vote,score_no=0.60536371;score_yes=0.39463629;n_members=5
13536,No,0,yes,soft_vote,score_no=0.67108109;score_yes=0.32891889;n_members=5
13537,No,0,yes,soft_vote,score_no=0.99996257;score_yes=0.00003741;n_members=5
13538,Yes,1,yes,soft_vote,score_no=0.00001138;score_yes=0.99998863;n_members=5
13539,No,0,yes,soft_vote,score_no=0.63015082;score_yes=0.36984915;n_members=5
13540,No,0,yes,soft_vote,score_no=0.99976132;score_yes=0.00023865;n_members=5
13541,Yes,1,yes,soft_vote,score_no=0.00006226;score_yes=0.99993774;n_members=5
13542,Yes,1,yes,soft_vote,score_no=0.00001226;score_yes=0.99998775;n_members=5
13543,Yes,1,yes,soft_vote,score_no=0.00009023;score_yes=0.99990977;n_members=5
13544,Yes,1,yes,soft_vote,score_no=0.04818487;score_yes=0.95181513;n_members=5
13545,Yes,1,yes,soft_vote,score_no=0.00009326;score_yes=0.99990671;n_members=5
13546,Yes,1,yes,soft_vote,score_no=0.00001643;score_yes=0.99998357;n_members=5
13547,Yes,1,yes,soft_vote,score_no=0.39005285;score_yes=0.60994717;n_members=5
13548,Yes,1,yes,soft_vote,score_no=0.05879265;score_yes=0.94120734;n_members=5
13549,No,0,yes,soft_vote,score_no=0.99951563;score_yes=0.00048439;n_members=5
13550,Yes,1,yes,soft_vote,score_no=0.00007496;score_yes=0.99992505;n_members=5
13551,Yes,1,yes,soft_vote,score_no=0.00013164;score_yes=0.99986833;n_members=5
13552,Yes,1,yes,soft_vote,score_no=0.00015130;score_yes=0.99984871;n_members=5
13553,Yes,1,yes,soft_vote,score_no=0.00530505;score_yes=0.99469497;n_members=5
13554,Yes,1,yes,soft_vote,score_no=0.00002179;score_yes=0.99997821;n_members=5
13555,Yes,1,yes,soft_vote,score_no=0.01404587;score_yes=0.98595412;n_members=5
13556,Yes,1,yes,soft_vote,score_no=0.00017704;score_yes=0.99982298;n_members=5
13557,Yes,1,yes,soft_vote,score_no=0.00590261;score_yes=0.99409740;n_members=5
13558,Yes,1,yes,soft_vote,score_no=0.00025139;score_yes=0.99974861;n_members=5
13559,Yes,1,yes,soft_vote,score_no=0.00001915;score_yes=0.99998085;n_members=5
